transaction_id,customer_id,merchant_id,amount,currency,category,card_bin,card_last4,ip_country,billing_country,shipping_country,device_id,hour_of_day,day_of_week,velocity_count,customer_age_days,previous_orders,customer_lifetime_value,previous_disputes,return_rate,created_at,is_fraud,is_chargeback,is_return_fraud
txn_00001122,cust_001017,merchant_078,20643.81,INR,electronics,516929,0957,IN,IN,IN,11f5f98f-1cd8-4550-aea2-59d5929ab67f,14,4,1,51,5,8946.54,2,0.02,2026-09-04T14:58:25.975994,0,0,0
txn_00001123,cust_003123,merchant_100,8470.15,INR,electronics,441549,1752,US,US,US,4107e519-7d74-4295-8231-2125ca662ea6,3,5,1,108,40,75767.04,1,0.38,2026-06-20T03:44:25.975994,0,0,0
txn_00001124,cust_001400,merchant_081,4526.11,INR,digital_goods,476496,4233,IN,IN,IN,d9cb7be3-74d1-4803-93a6-3528d82904d7,23,3,1,124,4,20603.3,3,0.17,2026-08-27T23:44:25.975994,0,0,0
txn_00001125,cust_003125,merchant_098,8456.01,INR,electronics,531819,9144,IN,IN,IN,6f2d9f7d-1ccd-4b2d-ba3a-7346beaccbb5,1,0,1,58,45,22669.76,0,0.47,2026-08-03T01:39:25.975994,0,0,0
txn_00001126,cust_003126,merchant_033,17450.49,INR,electronics,490683,7700,AE,AE,AE,034e6842-ef62-4658-ae84-ae125bcdfe3b,6,4,1,493,31,77489.39,1,0.24,2026-07-03T06:30:25.975994,0,0,0
txn_00001127,cust_000082,merchant_065,2057.46,INR,fashion,410914,2982,US,US,US,87245d78-b6fe-42e8-8327-036b2d0d6c23,8,2,1,33,0,16971.64,2,0.33,2026-09-02T08:37:25.975994,0,0,0
txn_00001128,cust_003128,merchant_071,1452.66,INR,groceries,534408,2658,AE,AE,AE,b86a7ab9-4f65-4c67-a5c1-b35114398ea7,10,3,1,361,29,25958.16,3,0.01,2026-08-20T10:42:25.975994,0,0,0
txn_00001129,cust_001397,merchant_008,2357.33,INR,digital_goods,442231,9471,US,US,US,720f8d41-7c6f-42df-b2ab-d2962c140d28,7,4,1,119,26,89464.91,1,0.19,2026-07-24T07:39:25.975994,0,0,0
txn_00001130,cust_003130,merchant_069,1761.46,INR,groceries,516084,8563,US,US,US,9477596d-00ef-4f5b-af53-48b698d57740,18,5,1,228,36,13695.35,2,0.25,2026-06-27T18:46:25.975994,0,0,0
txn_00001131,cust_003131,merchant_093,18522.95,INR,electronics,588733,1222,US,US,US,2ef6581e-95c8-4e1f-a521-64f27ce28f73,10,0,1,374,48,80754.28,3,0.35,2026-07-06T10:01:25.975994,0,0,0
txn_00001132,cust_003132,merchant_054,3361.28,INR,groceries,540496,5076,IN,IN,IN,46d62c06-ee21-4e8b-b379-a0d1fc26c924,9,5,1,266,49,99362.51,3,0.25,2026-07-18T09:44:25.975994,0,0,0
txn_00001133,cust_001612,merchant_043,3763.61,INR,fashion,571926,4043,IN,IN,IN,cd150aa3-b699-4ce2-aa6e-4d6d172933f6,13,6,1,101,8,23421.02,2,0.38,2026-06-21T13:26:25.975994,0,0,0
txn_00001134,cust_003134,merchant_038,13276.19,INR,electronics,459332,0747,US,US,US,a713c3b4-58ed-4320-8e8d-5c8a803f01ff,14,2,1,446,48,73814.58,2,0.39,2026-08-05T14:06:25.975994,0,0,0
txn_00001135,cust_003135,merchant_084,4858.14,INR,fashion,518474,7234,IN,IN,IN,3b31b2de-2830-4675-a0dc-30ce3656d090,1,0,1,493,34,99490.79,1,0.24,2026-06-15T01:21:25.975994,0,0,0
txn_00001136,cust_003136,merchant_091,27188.26,INR,electronics,539919,8684,IN,IN,IN,7d2c5d9d-a2eb-4f70-bf9c-0965e139c2d7,18,6,1,471,42,18106.79,0,0.08,2026-08-02T18:44:25.975994,0,0,0
txn_00001137,cust_003137,merchant_084,8119.32,INR,electronics,529333,7387,IN,IN,IN,87188794-4b4c-4a22-bc0f-0d24ba8e89e5,10,2,1,387,43,20687.44,3,0.47,2026-07-15T10:20:25.975994,0,0,0
txn_00001138,cust_001446,merchant_078,20221.58,INR,electronics,572375,6841,IN,IN,IN,ff2838a1-ae8d-4b75-bca1-b9b1d538a7be,15,1,1,54,26,89592.08,0,0.4,2026-06-23T15:49:25.975994,0,0,0
txn_00001139,cust_003139,merchant_078,2129.85,INR,groceries,433116,0942,IN,IN,IN,bd88e8c6-3b03-41a7-9dd3-f066c187c333,16,1,1,149,30,20001.48,3,0.37,2026-07-07T16:52:25.975994,0,0,0
txn_00001140,cust_000670,merchant_060,43087.86,INR,luxury,511157,5149,IN,IN,IN,fb0e24c4-63ff-455b-8143-5933257534fb,22,5,1,512,45,33900.09,2,0.08,2026-07-18T22:20:25.975994,0,0,0
txn_00001141,cust_001201,merchant_083,3978.88,INR,digital_goods,529288,2964,IN,IN,IN,b806c358-f487-4f1b-8b06-90037e3bb4ee,23,1,1,151,30,10328.74,0,0.42,2026-06-23T23:38:25.975994,0,0,0
txn_00001142,cust_001333,merchant_071,1391.58,INR,groceries,474463,1746,IN,IN,IN,2b729eb4-e484-4067-90d9-41ca005db127,14,1,1,414,36,55345.9,0,0.19,2026-07-14T14:31:25.975994,0,0,0
txn_00001143,cust_001711,merchant_035,3194.4,INR,fashion,486613,2935,IN,IN,IN,a8f5f8c8-8f33-4f08-888b-c6f8efc68375,3,3,1,189,43,39752.07,3,0.41,2026-07-30T03:42:25.975994,0,0,0
txn_00001144,cust_003144,merchant_044,2751.31,INR,fashion,570889,0316,SG,SG,SG,4e9db275-199b-488d-933b-2bb410046aad,21,2,1,702,0,94136.23,2,0.29,2026-06-17T21:51:25.975994,0,0,0
txn_00001145,cust_003145,merchant_072,3023.46,INR,fashion,546655,6172,IN,IN,IN,395daa3f-72cd-4fad-bc5c-7fa0206bab80,14,6,1,6,34,22229.24,0,0.37,2026-08-02T14:28:25.975994,0,0,0
txn_00001146,cust_003146,merchant_098,1734.08,INR,fashion,590711,9011,IN,IN,IN,e312b076-165e-4911-a1d6-e84a1b83bf00,8,0,1,506,11,54091.81,0,0.08,2026-07-06T08:30:25.975994,0,0,0
txn_00001147,cust_003147,merchant_059,730.11,INR,groceries,449120,9227,US,US,US,75e3544d-14b7-423a-825a-7e40df29aaae,7,6,1,171,35,64452.13,2,0.49,2026-08-02T07:18:25.975994,0,0,0
txn_00001148,cust_003148,merchant_047,33291.52,INR,electronics,513066,7416,US,US,US,a1eedf8b-a52a-40bc-b168-03398db1820a,22,5,1,423,1,16964.62,0,0.33,2026-08-15T22:11:25.975994,0,0,0
txn_00001149,cust_001157,merchant_005,16369.1,INR,jewelry,431745,3050,US,US,US,73cf8282-c705-4e8c-af06-77d408e0b025,16,2,1,599,14,17335.27,1,0.17,2026-07-15T16:31:25.975994,0,0,0
txn_00001150,cust_003150,merchant_080,9137.2,INR,electronics,453457,4008,IN,IN,IN,6bf61589-0aa4-4c6e-b050-706393676b32,5,5,1,232,21,28367.99,0,0.11,2026-07-25T05:43:25.975994,0,0,0
txn_00001151,cust_003151,merchant_017,1022.16,INR,fashion,537282,3172,US,US,US,052274d4-4a5d-4ee9-9bec-8b3e2ef8266c,18,5,1,8,34,2665.23,1,0.06,2026-06-27T18:46:25.975994,0,0,0
txn_00001152,cust_001615,merchant_008,10897.89,INR,electronics,485993,0942,IN,IN,IN,a182dd50-0a85-47b1-869a-005d6a9a203c,21,5,1,121,9,24272.69,3,0.2,2026-08-22T21:12:25.975994,0,0,0
txn_00001153,cust_003153,merchant_080,1548.16,INR,fashion,530978,1074,SG,SG,SG,739c35b0-dd15-4ca4-9be7-1ca596305cb2,17,5,1,101,37,13243.91,3,0.22,2026-08-22T17:33:25.975994,0,0,0
txn_00001154,cust_003154,merchant_050,34091.83,INR,electronics,526791,6939,GB,GB,GB,6ef65213-8384-4528-bdd7-35f42ed6ef9d,13,4,1,106,9,70121.95,3,0.06,2026-07-17T13:34:25.975994,0,0,0
txn_00001155,cust_000468,merchant_089,24852.51,INR,electronics,496487,8733,SG,SG,SG,f8fab1bb-6c0d-40d9-b399-18516829adbc,16,2,1,236,21,35462.57,2,0.05,2026-06-24T16:55:25.975994,0,0,0
txn_00001156,cust_003156,merchant_078,1063.31,INR,groceries,449257,3895,IN,IN,IN,ee347173-db3c-496d-81ee-d715fe5a0027,0,0,1,130,23,69242.41,2,0.43,2026-08-03T00:50:25.975994,0,0,0
txn_00001157,cust_003157,merchant_070,46259.56,INR,electronics,592350,5264,US,US,US,3e2aecc3-0fbf-41ca-ae97-45b2454d68ef,3,0,1,495,31,4144.73,3,0.32,2026-06-22T03:03:25.975994,0,0,0
txn_00001158,cust_000406,merchant_092,40843.94,INR,jewelry,487189,9659,AE,AE,AE,6b24b090-5941-46c4-9122-3867165db109,20,4,1,556,42,28983.61,3,0.14,2026-06-19T20:47:25.975994,0,0,0
txn_00001159,cust_000683,merchant_023,1700.18,INR,digital_goods,579113,8690,IN,IN,IN,230fa26d-ffd8-4987-8b72-3ce07b70a986,19,6,1,19,47,50791.54,3,0.24,2026-06-28T19:36:25.975994,0,0,0
txn_00001160,cust_003160,merchant_002,429.88,INR,groceries,493577,5224,US,US,US,55c47d4e-0104-4f7d-ae48-17bc63b54518,21,3,1,109,34,18335.1,3,0.08,2026-08-20T21:02:25.975994,0,0,0
txn_00001161,cust_000614,merchant_073,9431.77,INR,fashion,487199,4127,GB,GB,GB,62140ee2-9985-4418-bc6e-357d14d15554,14,3,1,588,11,59402.16,0,0.3,2026-06-18T14:42:25.975994,0,0,0
txn_00001162,cust_003162,merchant_037,1497.54,INR,fashion,515211,2201,IN,IN,IN,232f288a-7071-4558-9f39-e92afafc607c,10,0,1,663,2,1876.31,1,0.31,2026-07-20T10:29:25.975994,0,0,0
txn_00001163,cust_003163,merchant_049,658.87,INR,groceries,458593,3289,IN,IN,IN,544ee4a0-17a8-43fc-a224-73fc0c8c2055,18,5,1,6,44,4677.69,0,0.47,2026-06-27T18:45:25.975994,0,0,0
txn_00001164,cust_003164,merchant_028,5002.3,INR,fashion,546829,6557,IN,IN,IN,1840e872-fee2-4801-aad3-2960fc964d54,10,3,1,726,33,71322.82,2,0.01,2026-07-30T10:22:25.975994,0,0,0
txn_00001165,cust_003165,merchant_053,50801.53,INR,electronics,565529,1476,IN,IN,IN,7dedb05c-0597-4764-8def-bba0568a367c,16,3,1,118,0,64291.41,2,0.14,2026-06-25T16:35:25.975994,0,0,0
txn_00001166,cust_003166,merchant_085,5993.94,INR,fashion,422994,6374,IN,IN,IN,1e08a28d-a9c2-462f-be6f-f9eaf06c4125,12,0,1,398,33,36201.22,3,0.45,2026-07-13T12:50:25.975994,0,0,0
txn_00001167,cust_003167,merchant_057,3977.16,INR,fashion,589220,4789,IN,US,US,02f64b4c-a45f-486d-80d2-ce56a27b2ecd,11,4,1,21,5,83589.34,3,0.31,2026-07-31T11:22:25.975994,0,0,0
txn_00001168,cust_003168,merchant_055,20194.84,INR,electronics,432111,4702,IN,IN,IN,33e3297f-f444-4807-9c50-cdf7da74d862,16,5,1,344,50,19637.06,3,0.29,2026-07-11T16:56:25.975994,0,0,0
txn_00001169,cust_003169,merchant_026,2298.31,INR,groceries,548459,8782,IN,IN,IN,40dabb34-d757-4a82-a804-4cc229ee4724,22,2,1,529,27,73394.22,2,0.03,2026-06-24T22:27:25.975994,0,0,0
txn_00001170,cust_003170,merchant_076,36537.54,INR,jewelry,475648,5524,IN,IN,IN,920682d0-1866-499b-a8ff-cec05e11a8b8,13,5,1,618,1,83522.91,0,0.29,2026-07-11T13:57:25.975994,0,0,0
txn_00001171,cust_003171,merchant_067,3452.88,INR,fashion,516541,4992,IN,IN,IN,54c94c3e-71bf-410d-ba01-f57711301344,7,3,1,269,17,21227.87,0,0.2,2026-07-30T07:58:25.975994,0,0,0
txn_00001172,cust_003172,merchant_009,3160.45,INR,fashion,564478,4200,GB,GB,GB,b6e8a86b-4668-4c25-b070-1061fec794d3,6,2,1,377,42,29693.46,0,0.26,2026-06-24T06:48:25.975994,0,0,0
txn_00001173,cust_001528,merchant_059,1938.38,INR,digital_goods,429549,7418,IN,IN,IN,75de968a-59bc-40be-8ec6-31e6b34d9ac6,11,2,1,666,35,38505.87,2,0.49,2026-08-19T11:52:25.975994,0,0,0
txn_00001174,cust_003174,merchant_057,1028.89,INR,groceries,514784,3733,US,US,US,30cb9218-3a88-4b66-9e90-051a14231f6b,3,5,1,682,13,2225.32,3,0.24,2026-08-01T03:24:25.975994,0,0,0
txn_00001175,cust_003175,merchant_066,1303.6,INR,groceries,433990,3004,IN,IN,IN,07c8921d-5d6e-411a-927c-2340b4c4080b,3,4,1,463,32,64704.27,3,0.16,2026-08-07T03:33:25.975994,0,0,0
txn_00001176,cust_003176,merchant_065,1286.77,INR,fashion,460752,7712,US,US,US,c951d2f4-cf69-4be8-b6e0-606b079c7881,18,4,1,494,25,2407.04,2,0.4,2026-07-03T18:35:25.975994,0,0,0
txn_00001177,cust_003177,merchant_098,1428.03,INR,groceries,584842,2261,IN,IN,IN,acfc91d8-c64a-47c5-97aa-c6b41d2a2782,10,1,1,80,34,86431.86,3,0.01,2026-08-04T10:08:25.975994,0,0,0
txn_00001178,cust_003178,merchant_079,9150.01,INR,electronics,462719,2668,IN,IN,IN,99a5d05d-7a48-4eed-a776-00050a3169b6,15,3,1,83,43,99519.63,1,0.25,2026-08-06T15:43:25.975994,0,0,0
txn_00001179,cust_003179,merchant_052,1727.75,INR,fashion,440589,7596,IN,IN,IN,f0bf35a5-cea9-4187-8c32-ae51b313e9ae,2,0,1,602,18,15773.51,1,0.36,2026-06-08T02:19:25.975994,0,0,0
txn_00001180,cust_003180,merchant_079,2188.23,INR,digital_goods,498417,3889,AE,AE,AE,88cad9eb-33b9-4a46-8d2d-bcd37876a138,4,4,1,429,28,2678.41,3,0.3,2026-08-28T04:36:25.975994,0,0,0
txn_00001181,cust_003181,merchant_085,6017.15,INR,fashion,410261,6027,IN,IN,IN,561033ff-69a3-4409-8361-529b51dd47f5,17,5,1,252,3,69737.47,0,0.23,2026-06-27T17:06:25.975994,0,0,0
txn_00001182,cust_003182,merchant_097,4748.22,INR,fashion,460641,6175,AE,AE,AE,8a859b9d-1768-4bda-bfaa-ae5841e3f396,5,0,1,54,6,37961.37,2,0.44,2026-07-06T05:59:25.975994,0,0,0
txn_00001183,cust_003183,merchant_081,912.01,INR,digital_goods,453066,0024,IN,IN,IN,2cbbcf79-9b84-4f6e-9648-1d295e0f0fa7,12,4,1,306,2,44626.65,0,0.1,2026-06-12T12:22:25.975994,0,0,0
txn_00001184,cust_003184,merchant_039,1829.05,INR,fashion,469540,2610,IN,IN,IN,486fd882-08f9-4153-b329-0d4ecaa3620b,22,5,1,540,20,75226.59,0,0.33,2026-08-22T22:27:25.975994,0,0,0
txn_00001185,cust_003185,merchant_088,24009.17,INR,electronics,584048,3012,IN,IN,IN,4a343f35-a43e-4c5f-9604-20019f464243,10,6,1,116,46,59984.08,3,0.43,2026-07-12T10:56:25.975994,0,0,0
txn_00001186,cust_003186,merchant_054,1835.59,INR,fashion,483068,0542,IN,IN,IN,fcc7e8e7-6760-4e6e-b930-d77ff3f487ef,3,2,1,200,43,90135.49,2,0.14,2026-07-08T03:59:25.975994,0,0,0
txn_00001187,cust_003187,merchant_085,1340.64,INR,groceries,494138,4146,IN,IN,IN,d2ab82e8-285c-45d3-8da9-b4ebddf0e0af,8,5,1,674,9,29825.66,2,0.11,2026-08-08T08:57:25.975994,0,0,0
txn_00001188,cust_003188,merchant_008,65828.25,INR,luxury,439206,7512,IN,IN,IN,218c66bb-c489-4d88-97d8-4129cb290112,17,6,1,256,39,37672.25,3,0.0,2026-08-16T17:28:25.975994,0,0,0
txn_00001189,cust_000601,merchant_048,9243.11,INR,electronics,515508,5766,IN,IN,IN,b6c923df-b556-4895-b100-d1cee657cfc3,17,4,1,286,43,1626.83,1,0.44,2026-07-31T17:24:25.975994,0,0,0
txn_00001190,cust_000557,merchant_020,1581.15,INR,groceries,425578,5771,GB,GB,GB,618c3147-a75c-4e68-9a6b-e2ef0ddb6838,16,6,1,203,8,23082.11,0,0.19,2026-08-09T16:25:25.975994,0,0,0
txn_00001191,cust_001237,merchant_023,769.86,INR,groceries,547185,9589,IN,IN,IN,9e9ef00b-3665-4851-b44b-ca9403c07418,3,4,1,139,47,5049.77,2,0.09,2026-07-17T03:44:25.975994,0,0,0
txn_00001192,cust_003192,merchant_079,11104.68,INR,electronics,411452,6288,IN,IN,IN,8d603e11-fcc4-465c-85c2-4140ae0955b5,3,2,1,605,38,65730.43,1,0.29,2026-08-05T03:29:25.975994,0,0,0
txn_00001193,cust_003193,merchant_048,1760.07,INR,groceries,438224,5252,US,US,US,9cb37095-cff7-456a-9b15-e9a78f73c07b,2,2,1,445,0,30110.79,1,0.13,2026-07-29T02:24:25.975994,0,0,0
txn_00001194,cust_003194,merchant_017,1352.72,INR,fashion,589692,4047,IN,IN,IN,9f498449-63db-42ad-9a02-d86970b9709e,8,4,1,413,0,2933.1,0,0.14,2026-08-14T08:04:25.975994,0,0,0
txn_00001195,cust_003195,merchant_073,31159.31,INR,jewelry,529240,1103,AE,AE,AE,ae45c6f6-099f-49af-a86e-523c5b8846b8,6,6,1,73,13,30051.9,0,0.1,2026-08-30T06:06:25.975994,0,0,0
txn_00001196,cust_001015,merchant_086,2970.69,INR,fashion,527353,0543,IN,IN,IN,73c4950d-3f18-41d2-8023-ec3d49ece1d0,19,4,1,715,8,29685.15,0,0.16,2026-08-28T19:45:25.975994,0,0,0
txn_00001197,cust_001329,merchant_072,19772.56,INR,electronics,454149,3803,IN,IN,IN,b5d0bb62-80c2-434e-acd8-3c2cef97d7a6,22,4,1,636,25,12510.24,0,0.32,2026-07-31T22:30:25.975994,0,0,0
txn_00001198,cust_000823,merchant_043,3355.39,INR,fashion,472109,5971,IN,IN,IN,30b28555-1e89-4f8c-8b83-f9aec7896915,4,1,1,492,9,75769.57,2,0.42,2026-08-04T04:18:25.975994,0,0,0
txn_00001199,cust_003199,merchant_013,29669.52,INR,electronics,543767,1974,US,US,US,e7931202-efa3-48ea-8084-d0908108fb1b,6,2,1,14,3,49620.06,3,0.1,2026-06-17T06:04:25.975994,0,0,0
txn_00001200,cust_003200,merchant_075,3193.84,INR,fashion,439590,6865,IN,IN,IN,562cf478-47a6-4553-a09b-e98bc8bfdaf8,13,6,1,612,46,7098.27,1,0.26,2026-08-30T13:54:25.975994,0,0,0
txn_00001201,cust_003201,merchant_096,2420.34,INR,fashion,448525,5087,IN,IN,IN,c700b68c-3b49-4bf7-8042-2e5ba61b7982,3,0,1,548,26,86600.14,1,0.16,2026-08-17T03:52:25.975994,0,0,0
txn_00001202,cust_003202,merchant_072,26576.43,INR,jewelry,534562,6775,IN,IN,IN,e5b9bf59-877c-4339-b17a-6ee6b7502fe4,11,6,1,366,5,48332.13,1,0.48,2026-08-23T11:42:25.975994,0,0,0
txn_00001203,cust_003203,merchant_070,3936.38,INR,fashion,556094,6283,IN,IN,IN,3c5d5f28-4cbd-4bd0-b7f1-55dba843d893,11,6,1,81,46,73660.61,0,0.16,2026-08-23T11:27:25.975994,0,0,0
txn_00001204,cust_000533,merchant_002,15370.96,INR,electronics,597697,5992,IN,IN,IN,e4763705-89d7-40b6-b387-fa013a67606e,10,0,1,602,15,89226.07,0,0.36,2026-07-27T10:33:25.975994,0,0,0
txn_00001205,cust_003205,merchant_049,3061.51,INR,fashion,442590,9899,SG,SG,SG,bac01208-28ca-47e1-97fc-0104a534b33b,13,4,1,404,49,16031.86,0,0.12,2026-06-26T13:57:25.975994,0,0,0
txn_00001206,cust_003206,merchant_049,1055.98,INR,groceries,592358,0344,IN,IN,IN,d99aaeb2-da52-47a7-a903-14f836bc61b5,13,0,1,290,44,43732.94,1,0.43,2026-06-08T13:17:25.975994,0,0,0
txn_00001207,cust_003207,merchant_056,2153.65,INR,fashion,417273,3110,IN,IN,IN,4be68256-c79c-463b-b5f0-f58fb9f166a8,9,4,1,500,2,50558.91,3,0.5,2026-07-10T09:24:25.975994,0,0,0
txn_00001208,cust_003208,merchant_026,7439.08,INR,electronics,488575,1518,IN,IN,IN,b3d6d7f4-3bd1-4245-a503-d7c358dbed84,5,4,1,698,9,81075.69,3,0.05,2026-09-04T05:48:25.975994,0,0,0
txn_00001209,cust_003209,merchant_059,35975.52,INR,electronics,454945,2670,US,US,US,6aed3416-adec-4d26-ba30-87c6fcc9dd0d,11,6,1,701,43,98778.85,1,0.01,2026-08-30T11:59:25.975994,0,0,0
txn_00001210,cust_003210,merchant_087,805.36,INR,groceries,572574,4466,IN,IN,IN,597d177a-681a-4739-9693-1b81159f8d04,8,5,1,141,40,89540.0,0,0.22,2026-08-08T08:36:25.975994,0,0,0
txn_00001211,cust_003211,merchant_090,2121.58,INR,fashion,541965,9446,IN,IN,IN,1df1106a-9ba1-4a39-9513-5d3654a9a9e7,21,5,1,591,24,92284.91,2,0.12,2026-08-08T21:18:25.975994,0,0,0
txn_00001212,cust_003212,merchant_007,1396.46,INR,digital_goods,512155,2125,IN,IN,IN,2d3490be-1886-425c-98db-b4731e18e5b6,9,0,1,403,15,4153.0,3,0.12,2026-08-03T09:05:25.975994,0,0,0
txn_00001213,cust_000759,merchant_016,23465.06,INR,electronics,494800,7027,IN,IN,IN,87f8b9a9-8c94-4128-86f3-faacf8cfa8f0,2,6,1,169,3,80549.41,1,0.32,2026-08-16T02:59:25.975994,0,0,0
txn_00001214,cust_003214,merchant_074,12943.26,INR,electronics,530719,3277,US,US,US,8acf0c37-8bf3-445c-aa5d-e231431d2b4b,3,5,1,665,11,96917.58,0,0.02,2026-07-25T03:21:25.975994,0,0,0
txn_00001215,cust_003215,merchant_096,5598.41,INR,fashion,555720,8077,SG,SG,SG,a618be46-c0bb-4c66-9c90-fc6fc1fbf574,17,3,1,571,38,28151.59,2,0.46,2026-07-09T17:32:25.975994,0,0,0
txn_00001216,cust_003216,merchant_051,10711.36,INR,electronics,481830,9752,IN,IN,IN,bcbe7c8c-dff4-4226-a285-0ee2851ff652,15,3,1,416,10,86695.58,2,0.07,2026-08-13T15:10:25.975994,0,0,0
txn_00001217,cust_003217,merchant_002,3449.09,INR,fashion,559792,0197,IN,IN,IN,bc3e9cf7-cb42-40ee-a4de-2f0c781348ee,22,5,1,304,28,86369.27,1,0.38,2026-06-20T22:45:25.975994,0,0,0
txn_00001218,cust_000831,merchant_012,9878.66,INR,electronics,457968,8257,IN,IN,IN,c0bac034-e418-4cd0-8d31-7fdae7a54e04,5,4,1,434,31,80896.33,2,0.21,2026-07-03T05:52:25.975994,0,0,0
txn_00001219,cust_003219,merchant_034,8768.69,INR,fashion,433493,4188,IN,IN,IN,00f33c42-d079-4873-814b-624c9d982bca,19,4,1,375,13,9707.38,2,0.35,2026-08-21T19:11:25.975994,0,0,0
txn_00001220,cust_000957,merchant_039,27611.26,INR,luxury,526136,9382,SG,SG,SG,17b4246c-de13-4bb2-978d-0b8368e7f5b5,1,5,1,415,37,21480.81,2,0.19,2026-08-29T01:32:25.975994,0,0,0
txn_00001221,cust_003221,merchant_096,17513.3,INR,electronics,544582,9167,IN,IN,IN,4eba9814-2be0-4f6c-8f51-2fc404760cb9,20,6,1,711,30,84756.5,0,0.27,2026-06-07T20:35:25.975994,0,0,0
txn_00001222,cust_003222,merchant_090,20592.74,INR,electronics,431488,0418,IN,IN,IN,fffaf784-0ea3-4230-af36-d77e58cb53e1,15,1,1,491,13,78613.4,1,0.11,2026-07-07T15:04:25.975994,0,0,0
txn_00001223,cust_000829,merchant_057,18447.89,INR,electronics,452226,3933,US,US,US,2602f48c-8ce7-4401-989e-18a1e7347fee,21,1,1,485,15,62194.95,1,0.11,2026-08-04T21:31:25.975994,0,0,0
txn_00001224,cust_003224,merchant_023,2734.55,INR,fashion,441234,2987,IN,IN,IN,c6143d9c-f9c8-47db-951d-fad8e09a82f7,8,3,1,529,17,29333.51,1,0.48,2026-09-03T08:56:25.975994,0,0,0
txn_00001225,cust_003225,merchant_050,14057.27,INR,electronics,489705,0148,US,US,US,075a5b48-1687-4718-96a7-7977dbd0c6dd,11,5,1,59,28,32360.75,0,0.1,2026-07-18T11:13:25.975994,0,0,0
txn_00001226,cust_000254,merchant_060,15332.21,INR,electronics,547269,4028,IN,IN,IN,cb0a562a-67de-4f4b-97e6-dbb5c46ada74,5,6,1,479,13,20375.2,0,0.21,2026-08-02T05:38:25.975994,0,0,0
txn_00001227,cust_003227,merchant_005,1858.27,INR,digital_goods,562665,4894,US,US,US,15776f1f-be34-45de-8986-dacf9fbc91a3,9,6,1,344,39,31319.19,2,0.07,2026-08-02T09:05:25.975994,0,0,0
txn_00001228,cust_003228,merchant_065,3238.42,INR,digital_goods,548995,0878,IN,IN,IN,04ccd580-49f0-403f-9239-85a4f0eeefbd,6,2,1,172,27,45344.31,1,0.19,2026-06-10T06:33:25.975994,0,0,0
txn_00001229,cust_001724,merchant_034,4530.02,INR,groceries,415244,4015,US,US,US,d5e79bea-a2af-4600-9f8a-490a07381733,6,2,1,422,46,7097.38,3,0.13,2026-08-12T06:14:25.975994,0,0,0
txn_00001230,cust_003230,merchant_077,1513.46,INR,digital_goods,486949,9350,IN,IN,IN,f37ecfe4-9ee5-4138-8dbc-03f52e17f691,7,6,1,724,32,42724.93,2,0.41,2026-08-16T07:09:25.975994,0,0,0
txn_00001231,cust_003231,merchant_049,7562.1,INR,electronics,428733,6831,US,US,US,639c31b6-1b52-4409-8551-3646f31872f9,13,5,1,104,8,10084.43,0,0.33,2026-07-04T13:00:25.975994,0,0,0
txn_00001232,cust_000674,merchant_021,1913.64,INR,digital_goods,539881,4120,IN,IN,IN,86b3640f-0cf8-4328-9968-6752bc47065a,6,2,1,141,12,81662.04,2,0.47,2026-07-01T06:20:25.975994,0,0,0
txn_00001233,cust_003233,merchant_017,5448.39,INR,groceries,454696,6515,US,US,US,97898861-7840-47ef-85fc-7dd6e3b281d5,23,4,1,210,28,52585.96,3,0.03,2026-09-04T23:56:25.975994,0,0,0
txn_00001234,cust_003234,merchant_060,16727.24,INR,jewelry,578440,0810,IN,IN,IN,d2260186-3b93-4415-bcf2-c6782551cbfe,7,4,1,589,38,53648.02,2,0.2,2026-07-03T07:38:25.975994,0,0,0
txn_00001235,cust_003235,merchant_057,6808.49,INR,fashion,591727,4412,IN,IN,IN,33bd20c3-fcf6-4cb8-a40a-eed1ff6b4356,6,3,1,158,12,39497.15,0,0.03,2026-07-02T06:26:25.975994,0,0,0
txn_00001236,cust_003236,merchant_036,115685.28,INR,luxury,460356,6566,IN,IN,IN,69cc383d-9492-4fe5-9a2e-dbcc4e1e8721,20,5,1,339,31,66550.97,3,0.16,2026-07-18T20:49:25.975994,0,0,0
txn_00001237,cust_003237,merchant_054,2274.63,INR,fashion,432563,4174,IN,IN,IN,56dcff90-9704-4ff6-bc64-8b5fdcd1454d,10,6,1,544,8,29117.01,0,0.18,2026-06-07T10:16:25.975994,0,0,0
txn_00001238,cust_003238,merchant_026,3987.26,INR,fashion,432953,4205,GB,GB,GB,d4c6ef91-ee5e-455d-8399-4da1052c082b,3,2,1,207,33,40653.59,3,0.01,2026-08-12T03:31:25.975994,0,0,0
txn_00001239,cust_003239,merchant_028,3386.05,INR,groceries,418326,7415,IN,IN,IN,3c9968c6-f0f3-433f-af0e-11ae1321d062,10,2,1,525,41,41121.22,1,0.02,2026-07-01T10:48:25.975994,0,0,0
txn_00001240,cust_003240,merchant_082,1654.64,INR,digital_goods,413984,9973,US,US,US,0c7a5cda-9e51-4350-8714-cea422721827,15,0,1,68,38,47563.04,3,0.43,2026-06-15T15:09:25.975994,0,0,0
